voltage_rms_V,current_rms_A,frequency_Hz,temperature_C,irradiance_Wm2,harmonic_3rd_pct,harmonic_5th_pct,harmonic_7th_pct,THD_voltage_pct,THD_current_pct,sensor_fault_flag,disturbance_type,disturbance_label,battery_degradation_rate,battery_capacity_loss_pct,economic_cost_BDT
231.16,19.62,50.028,32.48,889.1,2.46,0.71,0.8,2.68,2.82,0,None,0,0.00483,1.0657,7.25
228.38,18.79,49.995,32.35,860.4,1.19,1.48,0.94,2.12,2.54,0,None,0,0.00341,1.0658,5.11
229.52,18.7,50.034,32.2,861.1,1.27,1.74,0.3,2.17,1.91,0,None,0,0.00419,1.0659,6.29
231.52,19.13,49.987,31.24,896,0.98,1.36,0.73,1.83,1.83,0,None,0,0.00349,1.0659,5.24
229.47,19.47,49.962,31.03,950.8,2.04,0.48,0.33,2.12,1.77,0,None,0,0.00436,1.066,6.54
231.24,18.95,50.029,31.76,798.2,1.8,1.85,0.27,2.6,2.95,0,None,0,0.00487,1.0661,7.31
229.11,18.61,49.997,32.23,847.3,1.83,0.82,0.75,2.14,2.53,0,None,0,0.00285,1.0662,4.27
228.42,18.8,50.018,31.3,801.4,1.78,1.36,0.76,2.36,2.68,0,None,0,0.00429,1.0663,6.44
227.61,18.95,50.055,32.33,909.5,1.42,1.58,0.48,2.18,2.78,0,None,0,0.00647,1.0664,9.7
231.97,18.36,49.978,32.64,819.5,2.68,1.63,0.96,3.28,4.15,0,None,0,0.00565,1.0665,8.47
228.29,18.29,49.996,30.74,782.4,2.16,0.48,0.51,2.27,2.13,0,None,0,0.0036,1.0666,5.4
231.12,18.67,50.047,30.8,862.8,1.29,1.25,0.53,1.87,1.72,0,None,0,0.00496,1.0667,7.43
228.5,19.24,50.02,31.35,904.1,1.58,1.22,0.59,2.08,1.69,0,None,0,0.00406,1.0668,6.09
231.98,19.26,49.979,31.7,858,1.48,1.78,0.54,2.37,2.49,0,None,0,0.00471,1.0669,7.07
233.31,18.36,49.971,31.03,836.7,2.84,1.38,0.92,3.29,4.05,0,None,0,0.00688,1.067,10.33
227.47,19,49.984,32.53,841.9,2.43,1.78,0.34,3.03,2.66,0,None,0,0.00547,1.0671,8.21
228.37,18.65,49.978,31.78,879.2,1.92,1.42,0.41,2.42,2.66,0,None,0,0.00459,1.0672,6.89
231.16,18.8,50.007,31.47,784.6,3.02,1.17,0.3,3.26,3.78,0,None,0,0.00437,1.0673,6.55
254.35,7.91,50.002,30.28,812.1,2.87,1.28,1.07,3.32,3.27,1,None,0,0.01932,1.0677,28.98
231.17,22.14,50.008,30.37,795.5,7.24,6.29,2.4,9.89,11.39,0,Harmonic_Distortion,1,0.01107,1.0679,16.6
229.14,22.74,49.975,31.65,763.8,7.43,5.72,3.25,9.92,12.09,0,Harmonic_Distortion,1,0.01174,1.0681,17.62
232.98,22.26,49.998,29.71,794.4,6.96,3.94,2.01,8.25,6.64,0,Harmonic_Distortion,1,0.0103,1.0683,15.45
230.18,22.78,49.938,32.22,848.7,10.33,5.62,2.12,11.95,13.95,0,Harmonic_Distortion,1,0.01515,1.0686,22.72
196.2,21.91,50.004,36.02,390.2,13.83,6.04,2.44,15.29,16.82,0,Combined_Weather_Electrical,1,0.03755,1.0694,56.32
197.44,31.3,50.035,40.63,390.3,18.08,12.69,4.24,22.49,27.49,0,Combined_Weather_Electrical,1,0.04548,1.0703,68.22
196.22,31.03,49.957,36.58,379.3,14.5,11.11,6.17,19.28,16.76,0,Combined_Weather_Electrical,1,0.04345,1.0712,65.18
199.82,25.23,50.015,38.95,385,12.76,6.21,2.66,14.44,17.38,0,Combined_Weather_Electrical,1,0.03484,1.0719,52.27
196.92,24.31,49.982,39.08,358.4,10.57,4.92,2.99,12.04,10.48,0,Combined_Weather_Electrical,1,0.03453,1.0726,51.79
198.4,25.56,50.024,35.61,366.3,11.87,7.23,2.93,14.2,15.51,0,Combined_Weather_Electrical,1,0.03601,1.0733,54.01
229.29,24.93,50.005,32.73,790.3,8.61,5.33,2.32,10.39,9.72,0,Harmonic_Distortion,1,0.01109,1.0735,16.64
229.08,24.84,50.012,30.05,790.5,5.96,3.91,3.35,7.88,7.25,0,Harmonic_Distortion,1,0.00909,1.0737,13.63
227.13,19.25,50.002,29.92,789,1.71,0.44,0.45,1.82,1.91,0,None,0,0.00379,1.0738,5.68
230.9,18.3,50.04,30.84,767.5,2.58,0.92,0.33,2.76,3.25,0,None,0,0.00533,1.0739,8
231.95,18.73,50.01,31.8,754.7,2.21,0.48,0.77,2.39,2.68,0,None,0,0.00418,1.0739,6.27
228.63,19.23,49.979,31.72,892.9,0.96,1.49,1.19,2.14,2.77,0,None,0,0.00409,1.074,6.14
227.68,18.82,50.003,32.17,799.6,2.74,1.76,0.74,3.34,2.87,0,None,0,0.005,1.0741,7.5
231.2,18.61,49.989,30.35,776.6,2.29,1.54,0.5,2.8,3.26,0,None,0,0.00414,1.0742,6.22
227.53,24.55,50.005,29.45,747.5,7.63,6.62,1.53,10.22,8.46,0,Harmonic_Distortion,1,0.01208,1.0745,18.11
231.83,24.61,49.987,31.98,735.5,9.83,6.3,3.56,12.21,11.95,0,Harmonic_Distortion,1,0.01403,1.0747,21.04
228.64,24.45,49.98,30.62,745,6.01,3.44,2.83,7.48,7.27,0,Harmonic_Distortion,1,0.00938,1.0749,14.08
228.35,25.08,50.006,29.66,758.7,10.5,4.6,2.1,11.65,10.82,0,Harmonic_Distortion,1,0.01303,1.0752,19.55
230.37,23.59,50.002,31.38,668.4,7.77,3.3,2.32,8.75,9.33,0,Harmonic_Distortion,1,0.00908,1.0754,13.62
228.44,24.6,50.032,31.89,677.5,7.42,5.61,1.82,9.48,8.74,0,Harmonic_Distortion,1,0.01209,1.0756,18.13
228.94,24.65,49.988,31.15,711.5,6.62,7.31,3.46,10.45,10.28,0,Harmonic_Distortion,1,0.01176,1.0758,17.65
230.53,24.74,49.941,30.87,741.9,5.07,4.68,2.46,7.32,9,0,Harmonic_Distortion,1,0.01064,1.0761,15.96
226.36,24.81,49.989,31.1,720.7,7.77,6.13,2.11,10.12,9.73,0,Harmonic_Distortion,1,0.01304,1.0763,19.56
232.46,24.67,49.951,30.93,786.1,5.59,6.92,3.21,9.45,12.22,0,Harmonic_Distortion,1,0.0135,1.0766,20.25
230.07,23.26,50.012,30.13,664.3,9.71,4.06,2.56,10.83,10.16,0,Harmonic_Distortion,1,0.0115,1.0768,17.25
228.06,18.17,49.95,30.63,690.2,0.92,1.31,0.7,1.75,2.19,0,None,0,0.00553,1.0769,8.29
228.47,18.29,49.97,31.61,777.6,2.03,1.53,0.45,2.58,2.62,0,None,0,0.00506,1.077,7.59
231.49,18.13,49.989,31.44,718.7,2,0.43,0.85,2.21,2.77,0,None,0,0.00372,1.0771,5.59
230.9,18.07,50.046,31.31,745.4,2.24,0.93,0.55,2.49,2.52,0,None,0,0.00539,1.0772,8.09
232.08,18.43,49.968,30.37,788.7,2.52,0.81,0.72,2.74,3.25,0,None,0,0.00571,1.0773,8.56
228.98,17.97,50,31.01,675.5,2.63,1.7,1.03,3.3,3.3,0,None,0,0.00398,1.0774,5.97
230.44,17.44,50.017,29.4,695.8,1.03,1.12,0.74,1.69,1.88,0,None,0,0.00285,1.0775,4.28
230.64,18.42,50.045,31.27,685.5,1.97,0.99,0.66,2.3,1.9,0,None,0,0.00494,1.0776,7.41
231.04,18.64,50.023,32.26,614.8,3.21,1.42,0.47,3.54,3.89,0,None,0,0.00538,1.0777,8.07
231.69,18.29,50.033,29.93,677.1,2.07,0.96,0.58,2.36,2.26,0,None,0,0.0051,1.0778,7.65
228.92,18.26,50.026,30.63,721.3,1.5,1.19,0.32,1.94,2.52,0,None,0,0.00394,1.0778,5.91
229.83,18.27,49.964,31.35,704.3,1.95,1.93,0.73,2.84,3.42,0,None,0,0.00476,1.0779,7.15
229.08,18.19,50.011,32.08,703.9,1.77,1.91,0.07,2.61,2.19,0,None,0,0.00374,1.078,5.62
229.92,18.11,50.025,30.7,660.7,1.29,1.04,0.84,1.86,1.67,0,None,0,0.00318,1.0781,4.78
231.05,18,49.971,30.5,646,2.52,1.13,0.78,2.87,3.18,0,None,0,0.00499,1.0782,7.48
227.52,18,49.983,29.46,719.6,2.35,0.95,0.62,2.61,2.48,0,None,0,0.0051,1.0783,7.65
231.66,18.54,49.976,31.11,645.4,1.2,0.43,0.47,1.36,1.23,0,None,0,0.00365,1.0784,5.47
189.37,17.78,50.023,36.11,424.1,5.4,4.06,0.6,6.78,6.63,0,Combined_Weather_Electrical,1,0.03444,1.079,51.66
190.4,18.34,49.998,38.74,418.6,3.81,4.57,0.16,5.95,5.08,0,Combined_Weather_Electrical,1,0.03188,1.0797,47.82
192.33,18.27,49.99,34.23,449.1,3.61,3.99,0.81,5.45,5.87,0,Combined_Weather_Electrical,1,0.03049,1.0803,45.74
191.19,18.79,49.962,38.17,434.6,4.05,2.56,0.56,4.82,4.54,0,Combined_Weather_Electrical,1,0.03205,1.0809,48.08
170.97,17.93,49.998,41.39,128.3,8.46,3.89,0.98,9.36,11.55,0,Combined_Weather_Electrical,1,0.04796,1.0819,71.94
169.28,17.69,49.983,40.81,128.4,10.36,4.26,0.7,11.23,9.16,0,Combined_Weather_Electrical,1,0.05168,1.0829,77.52
169.43,18.06,50.007,42.8,142.9,6.03,4.32,0.66,7.45,7.26,0,Combined_Weather_Electrical,1,0.04731,1.0839,70.97
171.64,18.01,49.966,43.84,136.6,10.68,5.19,0.7,11.89,12.78,0,Combined_Weather_Electrical,1,0.05167,1.0849,77.5
169.94,17.57,50.005,45.58,132.5,9.19,6.2,0.36,11.09,10.18,0,Combined_Weather_Electrical,1,0.05053,1.0859,75.79
170.04,17.86,49.987,41.03,144.4,7.48,6.67,0.49,10.03,8.31,0,Combined_Weather_Electrical,1,0.04979,1.0869,74.69
171.67,17.5,49.963,42.3,136.5,9.41,5.72,0.63,11.03,9.23,0,Combined_Weather_Electrical,1,0.05095,1.0879,76.43
169.43,17.7,49.96,41.24,134.6,6.9,6.13,0.52,9.24,8.13,0,Combined_Weather_Electrical,1,0.05074,1.0889,76.11
230.4,18.05,49.965,30.42,651.1,1.86,0.76,0.46,2.06,1.93,0,None,0,0.00409,1.089,6.14
230.06,17.98,49.994,31.64,601.4,2.96,0.97,0.53,3.16,3.64,0,None,0,0.00351,1.0891,5.27
230,17.53,50.004,30.43,675.6,2.21,1.3,0.61,2.63,2.73,0,None,0,0.00282,1.0892,4.23
229.22,17.68,50.008,30.19,577.8,1.71,0.75,1.18,2.21,1.8,0,None,0,0.00312,1.0892,4.68
229.13,18.11,50.009,30.19,632.1,2.06,0.7,0.52,2.23,1.96,0,None,0,0.00326,1.0893,4.89
228.38,17.96,49.977,29.37,659.7,1.25,0.72,0.43,1.51,1.48,0,None,0,0.0037,1.0894,5.55
230.72,17.44,50.032,31.15,543.7,1.82,1.41,0.56,2.36,2.39,0,None,0,0.00442,1.0894,6.64
229,23.3,49.987,29.29,581.6,10.95,4.08,2.19,11.89,9.89,0,Harmonic_Distortion,1,0.01321,1.0897,19.81
231.45,23.58,50.014,29.76,637.5,6.49,3.78,2.64,7.96,6.85,0,Harmonic_Distortion,1,0.00958,1.0899,14.37
229.66,23.48,49.995,29.07,634.6,6.14,4.44,3.2,8.23,7.66,0,Harmonic_Distortion,1,0.00869,1.0901,13.04
228.41,23.61,50.011,30.64,577.9,8.63,3.23,2.61,9.57,11.66,0,Harmonic_Distortion,1,0.01117,1.0903,16.76
229.64,24.31,49.994,30.58,551.9,7.82,5.62,3.15,10.13,9.17,0,Harmonic_Distortion,1,0.01069,1.0905,16.03
229.38,23.43,50.012,30.42,616,7.35,6.05,2.96,9.97,9.1,0,Harmonic_Distortion,1,0.01096,1.0907,16.44
231.51,23.59,50,29.83,621.6,6.91,7.04,3.17,10.36,10.85,0,Harmonic_Distortion,1,0.01136,1.091,17.04
229.45,23.17,50.024,29.71,524.2,10.78,5.83,1.44,12.34,15.37,0,Harmonic_Distortion,1,0.01392,1.0912,20.88
229.59,22.98,49.975,31,519.1,9.93,2.87,3,10.77,11.46,0,Harmonic_Distortion,1,0.01226,1.0915,18.4
232.12,23.92,49.947,30.18,572.8,7.06,6.5,3.53,10.22,8.59,0,Harmonic_Distortion,1,0.01426,1.0918,21.39
230.76,17.07,49.971,30.85,585.5,2.24,0.88,0.66,2.49,2.22,0,None,0,0.00445,1.0919,6.67
232.49,17.41,50.032,29.88,544.8,2.97,1.82,0.39,3.5,4.3,0,None,0,0.00673,1.092,10.1
196.04,18,49.995,30.71,280.7,2.12,1.46,0.81,2.7,3.34,0,Voltage_Sag,1,0.02508,1.0925,37.62
193.32,17.48,50.003,31.59,252.2,1.12,0.89,0,1.43,1.71,0,Voltage_Sag,1,0.02549,1.093,38.23
195.7,17.05,49.968,31,223.3,0.07,1.67,0.54,1.75,1.88,0,Voltage_Sag,1,0.0257,1.0935,38.55
196.38,17.65,50.002,30.19,254.3,2.23,0.83,0.57,2.45,2.5,0,Voltage_Sag,1,0.02447,1.094,36.71
196.39,17.87,49.969,30.71,262.1,1.41,0.62,0.09,1.54,1.44,0,Voltage_Sag,1,0.025,1.0945,37.49
195.7,17.58,49.974,30.29,253.8,1.94,0.85,0.7,2.23,2.4,0,Voltage_Sag,1,0.02591,1.095,38.87
195.67,17.13,49.988,30.47,235.1,1.51,1.51,0.56,2.21,2.52,0,Voltage_Sag,1,0.0252,1.0955,37.8
194.06,17.37,50.013,30.19,220.7,1.47,1.66,0.74,2.34,2.57,0,Voltage_Sag,1,0.02644,1.0961,39.66
193.39,17.31,50.017,30.3,244.2,1.54,1.04,1.1,2.16,1.97,0,Voltage_Sag,1,0.02687,1.0966,40.3
194,17.88,50.017,30.58,269.9,1.6,0.45,0.68,1.79,2.24,0,Voltage_Sag,1,0.02614,1.0971,39.21
192.34,18.1,49.952,29.6,275.1,2.47,0.58,0.84,2.67,2.66,0,Voltage_Sag,1,0.02961,1.0977,44.42
196.15,16.85,50,29.56,272.1,2.34,0.77,0.95,2.64,3.28,0,Voltage_Sag,1,0.02473,1.0982,37.09
229.58,17.31,49.994,29.25,479.2,1.28,0.68,0.72,1.62,1.61,0,None,0,0.00219,1.0982,3.28
231.94,16.68,49.954,29.06,462.2,1.36,1.31,0.38,1.92,1.57,0,None,0,0.00548,1.0984,8.23
228.15,18.2,50,29.35,524.8,2.23,1.98,0.19,2.98,3.49,0,None,0,0.00421,1.0984,6.32
426.13,17.39,49.992,30.43,527,2.63,1.52,0.69,3.12,3.93,1,None,0,0.1314,1.1011,197.11
229.26,17.66,50.015,29.57,514.2,2.62,0.75,0.5,2.77,2.57,0,None,0,0.00402,1.1011,6.04
228.07,17.08,50.002,30.68,414.2,1.4,0.92,0.92,1.91,2.05,0,None,0,0.00329,1.1012,4.93
232.44,17,49.984,30.28,456.7,2.59,1,0.48,2.82,3.4,0,None,0,0.00524,1.1013,7.86
232.44,17,50.028,28.65,486.8,0.93,1.36,0.6,1.75,1.68,1,None,0,0.00473,1.1014,7.1
230.32,17.93,49.933,30.73,504.1,1.88,1.83,0.31,2.64,2.49,0,None,0,0.00618,1.1015,9.27
230.05,17.78,49.998,30.84,511.9,2.29,1.01,0.51,2.56,2.57,0,None,0,0.00269,1.1016,4.03
230.66,17.89,49.947,29.38,483.6,0.75,1.82,0.36,2,2.15,0,None,0,0.00507,1.1017,7.61
230.29,17.39,49.973,30.49,487.7,3.26,2.04,0.39,3.86,4.16,0,None,0,0.00542,1.1018,8.13
228.81,17.36,50.016,29.45,474.5,2.8,1.06,0.59,3.05,3.18,0,None,0,0.00461,1.1019,6.91
229.38,17.31,49.962,30.19,495.2,2.39,1.05,0.45,2.65,3.2,0,None,0,0.00496,1.102,7.44
232.94,17.18,49.957,29.08,477,1.42,1.06,1.26,2.17,1.9,0,None,0,0.00622,1.1021,9.34
234.01,16.87,50.071,28.64,463.8,1.96,1.22,0.81,2.45,2.06,0,None,0,0.00864,1.1023,12.95
232.34,17.2,49.959,29.75,447.1,2.47,1.06,0.87,2.83,2.5,0,None,0,0.0064,1.1024,9.59
230.72,16.99,50.05,29.93,457.8,1.33,1.55,0.57,2.12,2.44,0,None,0,0.00507,1.1025,7.6
229.49,17.4,49.995,29.69,470.6,1.89,0.58,0.63,2.08,1.81,0,None,0,0.00266,1.1026,4
228.8,17.24,49.984,29.04,458.6,2.55,0.99,0.49,2.77,2.67,0,None,0,0.00434,1.1027,6.51
228.9,19.07,50.017,29.65,459.9,5.76,3.94,2.79,7.52,9.33,0,Harmonic_Distortion,1,0.00909,1.1028,13.63
229.17,19.71,50.04,30.17,495.1,9.1,7.16,2.15,11.77,10.24,0,Harmonic_Distortion,1,0.01432,1.1031,21.48
233.23,18.92,49.966,29.89,448.7,9.75,4.23,3.09,11.07,11.78,0,Harmonic_Distortion,1,0.0149,1.1034,22.34
232.71,19.02,49.985,30.05,408.9,9.18,4.28,2.27,10.38,10.93,0,Harmonic_Distortion,1,0.01291,1.1037,19.37
231.12,19.67,50.025,29.35,467,6.92,5.86,2.42,9.39,7.67,0,Harmonic_Distortion,1,0.01139,1.1039,17.08
228.56,19.09,50.009,30.8,373.7,8.52,3.53,3.85,9.99,8.57,0,Harmonic_Distortion,1,0.01136,1.1041,17.05
231.34,18.97,50.033,28.9,381.9,7.71,4.54,1.9,9.14,11.66,0,Harmonic_Distortion,1,0.01167,1.1044,17.51
229.64,18.79,50.015,30.21,435.4,6.57,4.75,2.46,8.47,10.84,0,Harmonic_Distortion,1,0.00947,1.1046,14.21
226.77,19.02,50.054,30.75,439.4,10.02,6.97,2.95,12.56,15.54,0,Harmonic_Distortion,1,0.01738,1.1049,26.06
230.43,18.15,50.005,30.17,365.8,7.59,6.14,3.38,10.33,10.5,0,Harmonic_Distortion,1,0.01088,1.1051,16.32
228.74,18.86,50.007,29.6,397.1,9.22,7.26,2.86,12.08,13.24,0,Harmonic_Distortion,1,0.01323,1.1054,19.85
228.79,18.72,50.01,29.31,385,6.77,5.85,2.64,9.33,11.3,0,Harmonic_Distortion,1,0.0106,1.1056,15.9
229.62,16.98,49.996,30.54,386.6,2.46,1.39,0.9,2.96,3.37,0,None,0,0.00342,1.1057,5.13
209.99,17.4,50.025,33.13,160.3,6.98,3.68,0.23,7.89,9.85,0,Combined_Weather_Electrical,1,0.02221,1.1061,33.32
210.63,16.69,50.007,32.45,155.7,6.52,3.66,0.39,7.49,7.17,0,Combined_Weather_Electrical,1,0.02048,1.1065,30.72
210.56,17.44,50.024,35.15,144,4.9,2.03,0.35,5.31,5.91,0,Combined_Weather_Electrical,1,0.01917,1.1069,28.75
227.19,17.19,50.028,30.62,371.7,1.31,1.43,0.7,2.07,2.24,0,None,0,0.00532,1.107,7.98
232.28,16.72,50.013,29.91,336.4,1.56,1.86,0.56,2.49,3.21,0,None,0,0.00462,1.1071,6.93
228.52,17.07,50.015,28.81,444.1,1.91,2.21,0.66,3,3.71,0,None,0,0.00471,1.1072,7.07
228.57,17.14,49.97,29.31,407.9,2.36,1.57,0.9,2.98,2.63,0,None,0,0.00543,1.1073,8.14
229.51,17.22,49.983,29.04,352.9,1.82,1.78,0.44,2.58,2.14,0,None,0,0.00373,1.1074,5.6
229.84,17.01,50.025,28.94,406.9,1.86,1.38,0.62,2.4,2.46,0,None,0,0.00377,1.1075,5.66
157.89,16.95,50.043,30.27,184.3,1.95,1.32,0.27,2.37,2.54,0,Voltage_Sag,1,0.05154,1.1085,77.31
156.67,16.77,49.942,28.37,178.5,2.29,1.24,0.89,2.75,3.29,0,Voltage_Sag,1,0.05348,1.1096,80.23
156.97,17.52,49.983,30.73,191.3,2.39,1.16,0.87,2.79,2.46,0,Voltage_Sag,1,0.05127,1.1106,76.91
156.68,16.64,50.001,30.08,166.5,1.17,1.44,0.69,1.98,2.5,0,Voltage_Sag,1,0.04984,1.1116,74.75
156.63,16.8,49.974,30.27,172.9,1.83,0.99,0.63,2.18,2.36,0,Voltage_Sag,1,0.05134,1.1126,77.01
156.71,17.25,49.975,29,180.6,2.74,1.14,0.47,3,3.67,0,Voltage_Sag,1,0.05203,1.1137,78.05
154.43,16.75,50.014,29.23,166.9,1.21,0.73,0.25,1.43,1.75,0,Voltage_Sag,1,0.05144,1.1147,77.15
156.14,17.17,50.047,28.18,188.5,2.04,1.39,0.68,2.56,3.27,0,Voltage_Sag,1,0.0531,1.1157,79.66
231.74,16.77,49.939,28.88,425.9,1.9,0.82,0.79,2.21,2.5,0,None,0,0.0064,1.1159,9.59
235.91,16.59,49.995,29.67,318,1.66,1.21,1.1,2.33,2.78,0,None,0,0.00645,1.116,9.67
228.19,16.97,50.014,30.29,278.7,2.95,1.4,0.5,3.31,4,0,None,0,0.00518,1.1161,7.77
230.63,16.16,50.023,28.34,262.3,2.02,1.43,0.67,2.57,2.65,0,None,0,0.00415,1.1162,6.23
229.14,16.63,50.01,28.91,333.5,2.91,1.51,0.88,3.39,3.45,0,None,0,0.00443,1.1163,6.64
233.07,16.67,50.053,29.06,310.1,2,1.11,0.89,2.46,3.13,0,None,0,0.0071,1.1164,10.65
227.97,16.37,50.001,28.04,342.1,2.28,1.39,0.44,2.71,2.26,0,None,0,0.00407,1.1165,6.11
230.94,16.6,50.039,29.6,336.2,1.65,1.01,0.53,2.01,2.56,0,None,0,0.00459,1.1166,6.88
227.89,16.42,49.981,28.52,263.9,1.66,0.41,0.47,1.77,1.93,0,None,0,0.00412,1.1167,6.18
253.94,22.36,50.002,28.92,252.6,2.25,1.41,0.37,2.68,2.54,1,None,0,0.01838,1.117,27.56
229.95,17.06,49.964,28.69,334.2,2.26,1.32,0.97,2.79,3.01,0,None,0,0.00464,1.1171,6.96
231.6,17.08,50.027,28.4,325,2.36,1.61,0.62,2.92,3.27,0,None,0,0.00532,1.1172,7.97
228.38,16.29,49.996,29,299.8,2.23,1.19,0.58,2.59,2.22,0,None,0,0.00382,1.1173,5.74
231,16.36,50.011,28.8,247.8,1.2,0.56,0.66,1.48,1.68,0,None,0,0.00266,1.1174,4
230.03,16.86,49.991,28.65,330.1,1.52,1.16,0.61,2.01,2.51,0,None,0,0.0025,1.1174,3.74
230.41,17.21,50.018,28.34,359.4,2.51,1.55,0.54,3,3.86,0,None,0,0.00415,1.1175,6.22
231.44,16.84,50.012,29.16,316.9,0.82,1.39,0.41,1.67,1.83,0,None,0,0.0032,1.1176,4.8
228.08,16.57,49.97,30.2,269.2,2.18,1.14,0.99,2.65,2.55,0,None,0,0.0054,1.1177,8.09
231.22,16.76,49.972,28.96,302.2,1.93,0.53,0.46,2.06,2.23,0,None,0,0.00426,1.1178,6.38
229.15,16.56,49.999,29.62,243.1,2.51,0.79,0.37,2.66,2.13,0,None,0,0.00325,1.1178,4.88
231.64,16.36,50.02,27.68,337.3,2.25,1.39,0.58,2.71,3.41,0,None,0,0.00477,1.1179,7.15
230.5,16.59,50.056,28.9,295.6,1.6,0.53,1.14,2.04,2.43,0,None,0,0.00516,1.118,7.74
229.69,16.61,50.009,27.87,219,1.57,1.07,0.39,1.95,1.72,0,None,0,0.0026,1.1181,3.91
199.06,16.31,50.03,31.99,120.7,5.4,2.37,0.78,5.95,6.57,0,Combined_Weather_Electrical,1,0.02764,1.1186,41.46
200.9,0,49.952,35.69,133,5.61,3.34,0.54,6.56,5.31,1,Combined_Weather_Electrical,1,0.02795,1.1192,41.93
201.47,16.38,50.06,34.1,117.9,3.35,3.49,0.66,4.88,4.43,0,Combined_Weather_Electrical,1,0.0265,1.1197,39.75
199.13,15.75,50.018,37.25,117.7,4.66,4.47,0.83,6.51,5.77,0,Combined_Weather_Electrical,1,0.02755,1.1203,41.33
198.35,16.26,49.999,35.97,99.9,3.89,3.01,0.17,4.92,4.32,0,Combined_Weather_Electrical,1,0.02564,1.1208,38.46
200.73,16.55,49.995,33.78,130.3,4.15,1.92,0.38,4.59,4.94,0,Combined_Weather_Electrical,1,0.02392,1.1213,35.89
197.94,16.15,49.967,34.39,107.8,5.05,2.68,0.83,5.77,7.4,0,Combined_Weather_Electrical,1,0.02835,1.1218,42.52
198.13,15.72,49.975,32.9,80.2,3.52,3.46,0.62,4.97,4.3,0,Combined_Weather_Electrical,1,0.02699,1.1224,40.49
198.44,16.07,50.057,35.3,110.5,4.64,3.12,0.65,5.63,6.96,0,Combined_Weather_Electrical,1,0.02907,1.1229,43.61
229.38,16.69,49.97,27,303.3,2.09,0.92,0.78,2.42,2.03,0,None,0,0.00431,1.123,6.46
228,16.86,49.97,27.74,246.1,2.05,1.04,0.38,2.33,1.96,0,None,0,0.00515,1.1231,7.73
227.09,17.05,49.979,28.37,328.6,1.93,1.21,0.86,2.43,2.71,0,None,0,0.00538,1.1232,8.07
228.3,16.03,49.964,28.82,273.8,1.27,1.86,0.8,2.39,2.6,0,None,0,0.0053,1.1233,7.94
230.96,18.87,50,26.61,267.7,9.7,6.99,2.83,12.28,11.94,0,Harmonic_Distortion,1,0.01294,1.1236,19.4
228.09,18.35,50.033,28.21,246.6,5.35,3,2.31,6.55,6.99,0,Harmonic_Distortion,1,0.00943,1.1238,14.15
229.49,18.39,49.982,28.42,246.6,6.47,4.49,2.1,8.15,9.59,0,Harmonic_Distortion,1,0.0094,1.124,14.1
232.92,18.41,49.959,28.96,236.4,10.88,5.81,2.03,12.5,14.83,0,Harmonic_Distortion,1,0.01646,1.1243,24.7
229.93,18.79,50.009,28.81,232.5,9.34,5.95,2.71,11.4,9.18,0,Harmonic_Distortion,1,0.01188,1.1246,17.82
230.51,19.01,49.998,28.69,263.4,5.68,2.67,2.63,6.81,5.71,0,Harmonic_Distortion,1,0.00722,1.1247,10.84
228.58,18.3,50.03,27.56,202.4,7.51,4.48,3.01,9.25,7.41,0,Harmonic_Distortion,1,0.01168,1.1249,17.52
233.25,18.22,49.986,26.64,194.5,11.31,4.18,3.44,12.54,10.13,0,Harmonic_Distortion,1,0.01533,1.1252,23
229.19,18.46,49.992,27.83,190.3,6.03,3.88,2.32,7.54,9.2,0,Harmonic_Distortion,1,0.00846,1.1254,12.69
229.66,19.12,49.996,28.91,314.7,9.44,5.12,3.09,11.18,9.41,0,Harmonic_Distortion,1,0.01163,1.1256,17.44
231.98,19.06,50.003,29.2,251.8,6.26,6.68,1.95,9.36,10.82,0,Harmonic_Distortion,1,0.01078,1.1259,16.17
229.73,18.13,49.988,28.62,240.5,7.74,4.04,1.5,8.86,11.43,0,Harmonic_Distortion,1,0.00963,1.126,14.44
230.07,16.06,49.983,28.37,183.7,1.46,1.22,0.87,2.09,2.53,0,None,0,0.00297,1.1261,4.45
229.58,15.99,49.944,28.3,248.7,2.23,1.23,0.46,2.59,2.16,0,None,0,0.00564,1.1262,8.46
229.59,16.13,49.983,27.52,216.9,2.1,0.82,0.68,2.35,2.94,0,None,0,0.00347,1.1263,5.21
229.59,16.13,50.021,27.84,227.9,2.77,1.1,0.45,3.02,3.86,1,None,0,0.00436,1.1264,6.54
230.83,16.06,50.026,29.25,178.1,1.97,0.62,1.08,2.33,2.68,0,None,0,0.00414,1.1265,6.21
229.04,15.9,49.986,27.13,221.4,2.2,1.71,0.54,2.84,3.15,0,None,0,0.00418,1.1265,6.27
228.85,15.69,50.039,29.14,195.8,1.67,0.5,0.32,1.77,1.95,0,None,0,0.00447,1.1266,6.7
229.09,15.37,49.999,27.57,180,1.34,0.49,0.62,1.56,1.88,0,None,0,0.00219,1.1267,3.29
227.9,16.25,49.96,28.85,237.8,2.5,1.37,0.73,2.95,3.17,0,None,0,0.00632,1.1268,9.49
227.61,15.68,49.95,26.64,144.8,2.75,0.71,0.59,2.9,2.8,0,None,0,0.00693,1.1269,10.4
230.45,16.01,50.037,28.2,226.8,2.42,1,0.4,2.65,3.41,0,None,0,0.00477,1.127,7.15
